Time;Active Instrument A Channel 4 Voltage Avg;Active Instrument A Channel 4 Current Avg;Active Instrument A Channel 4 Power Avg
1.16006912;3.127888203;0.102524787;0.320686072
1.16107264;3.135020256;0.102527902;0.321427048
1.16207616;3.142172098;0.102551907;0.322235742
1.16307968;3.149219513;0.102560863;0.322986671
1.1640832;3.156169653;0.102529719;0.323601189
1.16508672;3.163253069;0.102502987;0.324242888
1.16609024;3.170336723;0.102486126;0.324915529
1.16709376;3.177051067;0.102415532;0.325379375
1.16809728;3.184223175;0.102400742;0.326066817
1.1691008;3.191266775;0.102424361;0.32686346
1.17010432;3.198237181;0.10243655;0.327616383
1.17110784;3.205224514;0.10242825;0.328305538
1.17211136;3.212342978;0.102401391;0.328948388
1.17311488;3.219225883;0.102402948;0.32965822
1.1741184;3.226291895;0.102343656;0.330190508
1.17512192;3.233320951;0.102297202;0.330759686
1.17612544;3.2404356;0.10227333;0.33141014
1.17712896;3.247620344;0.102283835;0.332179065
1.17813248;3.254612207;0.102271117;0.332852827
1.179136;3.261552572;0.102297075;0.333647288
1.18013952;3.268604755;0.102293693;0.33435765
1.18114304;3.275638819;0.10225179;0.334939934
1.18214656;3.282526493;0.10222701;0.335562868
1.18315008;3.28972888;0.102181725;0.336150172
1.1841536;3.296726465;0.102150716;0.336762969
1.18515712;3.303634882;0.102160178;0.337499928
1.18616064;3.310706615;0.102163561;0.338233576
1.18716416;3.317869902;0.102174193;0.339000679
1.18816768;3.324621677;0.102172904;0.339686251
1.1891712;3.331890821;0.10214293;0.340329091
1.19017472;3.338842869;0.102114126;0.340943022
1.19117824;3.345937252;0.102076627;0.34154199
1.19218176;3.352814436;0.102022134;0.342061283
1.19318528;3.359814167;0.102002017;0.342707822
1.1941888;3.366881132;0.102033675;0.343535254
1.19519232;3.373724222;0.102022775;0.344196706
1.19619584;3.380890131;0.102036402;0.344973863
1.19719936;3.387859821;0.101989821;0.345527215
1.19820288;3.394792557;0.101998389;0.346263371
1.1992064;3.401922703;0.101937138;0.346782262
1.20020992;3.409134626;0.10191521;0.347442673
1.20121344;3.416237593;0.101913139;0.348159497
1.20221696;3.423187494;0.10189458;0.348804251
1.20322048;3.430365324;0.101919882;0.349622429
1.204224;3.437372923;0.101914048;0.35031659
1.20522752;3.444344759;0.101915732;0.351032917
